criterion,query,min_group_rate,max_group_rate,query_disparity,MutualInformation,ProxyMutualInformationTVD,ProxyRepairMaxSat,TupleContribution
"sex, income>50K","SELECT sex, AVG(income>50K) AS rate_income>50K FROM Adult GROUP BY sex;",0.10925148221343875,0.3037672281776417,0.08621474755777869,0.0367,0.014879999999999999,4573.775938245306,0.17454228343691197
"sex, income>50K | education-num","SELECT education-num, sex, AVG(income>50K) AS rate_income>50K FROM Adult GROUP BY education-num, sex;",0.0,0.7891737891737892,0.08021807302527117,0.03717,0.014929999999999999,3980.9680716488665,0.16142562331764126
"race, income>50K","SELECT race, AVG(income>50K) AS rate_income>50K FROM Adult GROUP BY race;",0.11702127659574468,0.26925608953258723,0.027011420458676293,0.008230000000000001,0.00147,1227.7607758844638,0.053311122012894355
"race, income>50K | education-num","SELECT education-num, race, AVG(income>50K) AS rate_income>50K FROM Adult GROUP BY education-num, race;",0.0,1.0,0.020494130322955786,0.00568,0.0008799999999999999,1359.968829429335,0.0373496178839456
